"votes.Томенко","votes.Бондаренко","votes.Берёза","votes.Гусовский","votes.Пузанов","votes.Мирный","votes.Поживанов","company","period","sample","method","link","votes.Батькивщина","votes.Слуга народа","votes.Блок Порошенко","votes.Гражданская позиция","votes.Рідна країна","votes.Рух новых сил","votes.Самопомощь","votes.Партия О.Ляшко","votes.Свобода","votes.Оппозиционный блок","votes.Другая партия/Другой кандидат","votes.Не пойду на выборы","votes.Затруднились ответить","votes.Против всех","votes.Тимошенко","votes.Порошенко","votes.Зеленский","votes.Гриценко","votes.Вакарчук","votes.Рабинович","votes.Садовый","votes.Ляшко","votes.Бойко","votes.Королевская","error","votes.За життя","votes.Рух «Справедливость»","votes.Партия Надежды Савченко","votes.Единый Центр","votes.Возрождение","votes.УКРОП","votes.Народный фронт","votes.Сильная Украина","votes.Сила людей","votes.Наш край","votes.Народный контроль","votes.5.10","votes.Кличко","votes.Омельченко","votes.Монтян","votes.Думчев","votes.Балашов","votes.Богдан","votes.Мигаль","votes.Рябоконь","votes.Мамоян","votes.Шахов","votes.Мошенский","votes.Кобзарь","votes.Краснов","votes.Рычкова","votes.Микитась","votes.Власенко","votes.Блауш","votes.Фирсов","votes.Насалик","votes.Шевченко","votes.Тебешевская","votes.Гошовский","votes.Сикора","votes.Вилкул","votes.Семенченко","votes.Колесник","votes.Сова","votes.Левицкий","votes.Бойченко","votes.Бородин","votes.Тернавский","votes.Шекула","votes.Ярошенко","votes.Молодежь к власти","votes.Доверяй делам","votes.СДП","votes.Соколов","votes.Сухомлин","votes.Цимбалюк","votes.Атрошенко","votes.Казаков","votes.Грицишин","votes.Филатов","votes.Райкович","votes.Стрижаков","votes.Миколаенко","votes.Мангер","votes.Буряк","votes.Фролов","votes.Ефимов","votes.Панков","votes.Каспрук","votes.Михайлишин","votes.Вершина","votes.Терехов","votes.Моргунов","votes.Щербаковская","votes.Кошулинский","votes.Ефименко","votes.Дикий","votes.Малецкий","votes.Калашник","votes.Марцинкив","votes.Романюк","votes.Товстенюк","votes.Европейская партия","votes.Савченко","votes.Качур","votes.Ратушняк","votes.Андреев ","votes.Чубирко","votes.Бадида","votes.Волошин","votes.Иванян","votes.Поддубная","votes.Пилипенко","votes.Дроздова","votes.Головач","votes.Кавунник","votes.Плахотник","votes.Поруч","votes.Родной город","votes.Солидарность правых сил","votes.Надал","votes.Пастух","votes.Ландяк","votes.Блихар","votes.Вонс","votes.Пивторак","votes.Царик","votes.Кинаш","votes.Труханов","votes.Боровик","votes.Гурвиц","votes.Кивалов","votes.Фабрикант","votes.Вейдер","votes.Морская партия","votes.Кальцев","votes.Син","votes.Старух","votes.Новая политика","votes.Волонтерская партия","votes.Блок Дарта Вейдера","votes.Единство","votes.Решительные граждане","votes.Демократический альянс","votes.Гацько","votes.Корбан","votes.Ехануров","votes.Гражданская сила","votes.УГП","votes.НРУ","votes.Рух за реформы","votes.Кернес","votes.Ситенко","votes.Сапронов","votes.Балута","votes.Давтян","votes.Родзинский","votes.Швайка","votes.Меркулова","votes.Гирняк","votes.Добродомов","votes.Юринець","votes.Курячий","votes.Чеберда","votes.Чурило","votes.Леонов","votes.Бедей","votes.Копча","votes.Национальный корпус","votes.Хомко","votes.Якимец","votes.Муляренко","votes.Бучинский","votes.Кантарий","votes.Лащук","votes.Шинкаренко","votes.Заричнюк","votes.Цинко","votes.Аграрная партия","votes.Бабенко","votes.Светловский","votes.Крыжов","votes.Смалий","votes.Караманиц","votes.Милобог","votes.Партия ветеранов Афганистана","votes.Лысенко","votes.Епифанов","votes.Клочко","votes.Лантушенко","votes.Жук","votes.Крамченков","votes.Гринцов","votes.Гранатуров","votes.Дятлов","votes.Сенкевич","votes.Воронов","votes.Клименко","votes.Жело","votes.Губский","votes.Кроль","votes.Воля","votes.Социалисты","votes.Баляш","votes.Лях","votes.Зонтов","votes.Казацкий","votes.Третьяков","votes.Нечипоренко","votes.Табалов","votes.Атаманчук","votes.Санасарян","votes.Пузаков","votes.Михальонок","votes.Максюта","votes.ППУ","votes.Зинкевич","votes.Васюник","votes.Галасюк","votes.Тягнибок","votes.Яценюк","votes.Якимчук","votes.Мельничук","votes.Пургаш","votes.Кушнирик","votes.Козак","votes.Коломиец","votes.Кишлярук","votes.КПУ","votes.Гришин","votes.Завгородняя","votes.Пожидаев","votes.Зотов","votes.Кныш","votes.Бакай","votes.Гончарук","votes.Шаповалов","votes.Чепурной","votes.Синица","votes.Степаненко","votes.Дихтярь","votes.Подколзин","votes.Кумпан","votes.Чернышин","votes.Белоцерковская","votes.Самарский","votes.Фурман","votes.Бутков","votes.Пригеба","votes.Романенко","votes.Нова держава","votes.СДПУ(о)","votes.Булавка","votes.Крупский","votes.Шебанов ","votes.Закора","votes.Правый сектор","votes.За конкретные дела","votes.Фисак","votes.Старун","votes.Бычков","votes.Киселев","votes.Бовкун","votes.Лященко","votes.Кравец","votes.Наявко","votes.Рыбаков","votes.Сидоренко","votes.Минько","votes.Романов","votes.Чаппа","votes.Рябиков","votes.Андрос","votes.Метелица","votes.Искандеров","votes.Тихонов","votes.Житник","votes.Кириленко","votes.Волошенков","votes.Гройсман","votes.УДАР","votes.Саакашвили","votes.Коломойский","votes.Черкащани","votes.Партия вольных демократов","votes.Совесть Украины","votes.Одарыч","votes.Матковский","votes.Мамай","votes.Фельдман","votes.Зинькевич","votes.Степанов","votes.Коломак","votes.Кошляк","votes.Пономарь","votes.Муц","votes.Анушкевичус","votes.Кулинич","votes.Слободян","votes.А.Дятлов","votes.Найда","votes.Молодёжная партия Украины","votes.Мухтаров","votes.Хортив","votes.Денищенко","votes.Козюберда","votes.Маслов","votes.Рогалев","votes.Феленко","votes.Цибуля","votes.Татарченко","votes.Ярош","votes.Литвинов","votes.Бессонный","votes.Сергиенко","votes.Пучков","votes.Чиж","votes.Дебой","votes.Кизин","votes.Шелудченко","votes.Буравков","votes.Давиденко","votes.Сальдо","votes.Погребной","votes.Гордеев","votes.Дмитриев","votes.Яременко","votes.Богданов","votes.Опанащенко","votes.Силенков","votes.Новые лица","votes.Катеринчук","votes.Добкин","votes.Райнин","votes.Тигипко","votes.Симоненко","votes.Коба","votes.Бугайчук","votes.Левченко","votes.Блок В.Миколаенко","votes.Левая оппозиция","votes.Партия «Херсонцы»","votes.ЛПУ","votes.Гирин","votes.Самойлик","votes.Мочанов","votes.Ильенко","votes.Александровская","votes.Кожемяко","votes.Маринин","votes.Попов","votes.СПУ","votes.Куличенко","votes.Заяц","votes.Ступак","votes.Шабанов","votes.Скорик","votes.Киван","votes.Гончаренко","votes.Ильюк","votes.Исаков","votes.Кремень","votes.Садиков","votes.Казакова","votes.Бусенков","votes.Романовский","votes.Адамчук","votes.Березкин","votes.Онул","votes.Прокопенко","votes.Кравченко","votes.Гладкий","votes.Струк","votes.Кремечуцкий","votes.Коваленко","votes.Родина","votes.Момот","votes.Епифанцева","votes.Жолобецкий","votes.Арахамия","votes.Янцен","votes.Симченко","votes.Романчук","votes.Надоша","votes.Воля народу","votes.Шурма","votes.Бабурин","votes.Сабашук","votes.Карташов","votes.Самардак","votes.Артюшенко","votes.Пономарчук","votes.Мухин","votes.Березенко","votes.Зверев","votes.Андрейченко","votes.Мищенко","votes.Зуб","votes.Демьяненко","votes.Пармс","votes.Мельник","votes.Захорольский","votes.Лесничий","votes.Гузенко","votes.Матвийчук","votes.Чекита","votes.Гриневецкий","votes.Дануца","votes.Топчий","votes.Марковский","votes.Погребнюк","votes.Саинсус","votes.Луценко","votes.Емец","votes.Козырь","votes.Антощенко","votes.Ентин","votes.Токарь","votes.Матыцин","votes.Холод","votes.Алайбов","votes.Албу","votes.Азаров","votes.Дубенко","votes.Оробец","votes.Кисловский","votes.Кужель","votes.Пилипишин","votes.Макеенко","votes.Партия регионов","votes.Украина - Вперёд!","votes.Бондарчук","votes.Зеленая планета","votes.Национальный рух Д.Яроша","votes.Объединение правых партий","votes.Партия Вакарчука","votes.Блок Левых Сил","votes.Партия участников АТО","votes.Заступ","votes.Украина - единая страна","votes.Фронт перемен","votes.Центр","votes.Украинский выбор","votes.Наша Украина","votes.ПЗУ","votes.Народная партия","votes.ПСПУ","votes.Русский блок","votes.УП Собор","votes.Україна Майбутнього","votes.Зелёные","votes.Каплин","votes.Богомолец","votes.Ахметов","votes.Гриненко","votes.Цушко","votes.Царёв","votes.Парубий","votes.Медведчук","votes.Билецкий","votes.Наливайченко","votes.Янукович","votes.Ющенко","votes.Богословская","votes.Литвин","votes.Витренко"
,,,,,,,"Социологическая группа «Рейтинг» от имени IRI","20.01.2017 - 12.02.2017","19000","личное интервью","http://ratinggroup.ua/ru/research/ukraine/tretiy_vseukrainskiy_municipalnyy_opros.html","15",,"12","5",,,"7","10","3","6","11.00",,"22.00",,,,,,,,,,,,"3.5 %","3",,"4",,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Социологическая группа «Рейтинг» от имени IRI","20.01.2017 - 12.02.2017","19000","личное интервью","http://ratinggroup.ua/ru/research/ukraine/tretiy_vseukrainskiy_municipalnyy_opros.html","4",,"6",,,,"2","1",,"25","9.00",,"31.00",,,,,,,,,,,,"3.5 %","16",,"2",,,,,"2","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Социологическая группа «Рейтинг» от имени IRI","20.01.2017 - 12.02.2017","19000","личное интервью","http://ratinggroup.ua/ru/research/ukraine/tretiy_vseukrainskiy_municipalnyy_opros.html","7",,"9","3",,,"6","5",,"19","6.00",,"25.00",,,,,,,,,,,,"3.5 %","10",,,,,,,"2",,"8","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Active Group","10.12.2016 - 11.12.2016","1722","личное интервью","https://politeka.net/390612-esli-vybory-v-radu-zavtra-za-kogo-progolosuet-kharkov-infografika/","9.8",,"1.9",,,"2.1","2.4",,"2.5","11.4","5.30","14.50","25.00","9.50",,,,,,,,,,,"4.0 %",,,,,"7.9",,,,,"5.7",,"1.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"5.5","7.4","3.2","2.3","1.5",,"Социологическая группа «Рейтинг»","16.10.2016 - 20.10.2016","1000","личное интервью","http://ratinggroup.ua/ru/research/regions/ocenka_otdelnyh_aspektov_razvitiya_kieva_reklama_turizm.html",,,,,,,,,,,"9.40","16.20","21.80",,,,,,,,,,,,"3.1 %",,,,,,,,,,,,,"21.4","5.2","2.1","2","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"ВОО ""Передовые правовые инициативы""","17.07.2016 - 17.07.2016","17559","exit-poll","http://ppi.org.ua/news/vgo_ppi_ruslan_bogdan_peremagae_na_viborakh_v_151_mu_okruzi_poltavskoji_oblasti/2016-07-17-122",,,,,,,,,,,,,,,,,,,,,,,,,"2.0 %",,,,,,,,,,,,,,,,,,"28.47","14.77","12.16","10.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Стратегия Рост","17.07.2016 - 17.07.2016","14874","exit-poll","https://www.rbc.ua/rus/news/luganskoy-oblasti-lidiruet-sergey-shahov-1468777537.html",,,,,,,,,,,,,,,,,,,,,,,,,"1.5 %",,,,,,,,,,,,,,,,,,,,,,"18.46","8.15","5.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Международный аналитический центр социологии","17.07.2016 - 17.07.2016","3500","exit-poll","http://vesti.dp.ua/v-dnepropetrovske-na-27-okruge-pobedil-zagid-krasnov-ekzit-poll/",,,,,,,,,,,,,,,,,,,,,,,,,"2.0 %",,,,,,,,,,,,,,,,,,,,,,,,,"45.1","41.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"SOCIS по заказу КИУ","17.07.2016 - 17.07.2016","2915","exit-poll","https://www.facebook.com/cvu.ngo/posts/1159262134115541",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32","28.4","10.5","5.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"SOCIS по заказу КИУ","17.07.2016 - 17.07.2016","1972","exit-poll","https://www.facebook.com/cvu.ngo/posts/1159262134115541",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22.1","18.7","13.2","9.9","9.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"SOCIS по заказу КИУ","17.07.2016 - 17.07.2016","1992","exit-poll","https://www.facebook.com/cvu.ngo/posts/1159262134115541",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.5","46.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Research & Branding Group","27.03.2016 - 27.03.2016","2000","exit-poll","http://rb.com.ua/rus/projects/exitpoll/9095/",,,,,,,,,,,"2.80",,,,,,,,,,,,,,"2.5 %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70.9","11.3","6.7","5.8","2.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"SocioStream AG","21.01.2016 - 26.01.2016","612","личное интервью","http://www.slideshare.net/SocioStream/kiev-research-012016","12.5",,"19.5",,,,"6.8",,,"5.8","55.40",,,,,,,,,,,,,,"4.1 %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Research & Branding Group","29.11.2015 - 29.11.2015","2000","exit-poll","https://www.facebook.com/permalink.php?story_fbid=925593164144781&id=190168391020599",,,,,,,,,,,"7.50",,,,,,,,,,,,,,"2.5 %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71.7","9.5","7.2","2.2","1.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Research & Branding Group","29.11.2015 - 29.11.2015","2011","exit-poll","https://www.facebook.com/permalink.php?story_fbid=925593164144781&id=190168391020599","3.2",,"2.7",,,,"3.5","1.4",,"66.5","1.40",,,,,,,,,,,,,,"2.3 %",,,,,,"3.1",,,"10.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","2.9","1.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Университет современных знаний","26.11.2015 - 26.11.2015","2011","личное интервью","http://batkivshchyna-donobl.com.ua/153-vybory-v-mariupole-socialnyy-vopros.html","19",,"11",,,,"10",,,"25",,,"9.50","9.50",,,,,,,,,,,"2.3 %",,,,,,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
